Date,Open,High,Low,Close
2021-04-05,58030.0,59231.0,56886.0,58810.0
2021-04-06,58800.0,59469.0,57391.0,58244.0
2021-04-07,58244.0,58624.0,55494.0,56157.0
2021-04-08,56221.0,58134.0,55752.0,57681.0
2021-04-09,57677.0,58879.0,57473.0,58354.0
2021-04-10,58354.0,61197.0,57876.0,58621.0
2021-04-11,58606.0,60649.0,58599.0,59607.0
2021-04-12,59607.0,61224.0,59429.0,60011.0
2021-04-13,60000.0,63621.0,59783.0,63196.0
2021-04-14,63196.0,64788.0,61368.0,62357.0
2021-04-15,62403.0,63649.0,62034.0,63381.0
2021-04-16,63381.0,63769.0,60081.0,61962.0
2021-04-17,61977.0,62490.0,59747.0,60843.0
2021-04-18,60843.0,60966.0,51907.0,56239.0
2021-04-19,56231.0,57554.0,54305.0,56175.0
2021-04-20,56175.0,57035.0,53463.0,56852.0
2021-04-21,56781.0,57079.0,54346.0,55029.0
2021-04-22,55029.0,55410.0,51515.0,51843.0
2021-04-23,51597.0,52220.0,47657.0,50620.0
2021-04-24,50556.0,51215.0,48821.0,50955.0
2021-04-25,50955.0,51113.0,48075.0,48075.0
2021-04-26,48065.0,54363.0,47110.0,53297.0
2021-04-27,53297.0,55289.0,52689.0,55067.0
2021-04-28,55180.0,56369.0,53913.0,54456.0
2021-04-29,54456.0,55191.0,52408.0,53006.0
2021-04-30,52991.0,57295.0,52871.0,56803.0
2021-05-01,56812.0,58459.0,56726.0,57700.0
2021-05-02,57685.0,57948.0,56130.0,57016.0
2021-05-03,57016.0,58973.0,56306.0,56826.0
2021-05-04,56821.0,57465.0,53330.0,54842.0
2021-05-05,54842.0,57909.0,53058.0,56854.0
2021-05-06,56863.0,58334.0,55427.0,55987.0
2021-05-07,55987.0,58683.0,55350.0,57699.0
2021-05-08,57713.0,59556.0,56915.0,59014.0
2021-05-09,59014.0,59318.0,56530.0,57982.0
2021-05-10,58001.0,59552.0,54000.0,55328.0
2021-05-11,55328.0,56949.0,54612.0,56942.0
2021-05-12,56942.0,57977.0,53646.0,54540.0
2021-05-13,54540.0,54820.0,46710.0,49253.0
2021-05-14,49253.0,51543.0,48528.0,49351.0
2021-05-15,49351.0,50661.0,47128.0,48255.0
2021-05-16,48266.0,49812.0,43893.0,44062.0
2021-05-17,44062.0,46552.0,42162.0,44843.0
