Date,Open,High,Low,Close
2020-06-09,0.0866,0.0869,0.0831,0.0831
2020-06-10,0.083,0.0839,0.0794,0.0836
2020-06-11,0.0836,0.085,0.0735,0.0751
2020-06-12,0.0753,0.0805,0.0748,0.0791
2020-06-13,0.0795,0.0796,0.0772,0.079
2020-06-14,0.079,0.0792,0.0756,0.0763
2020-06-15,0.0764,0.0799,0.0691,0.0782
2020-06-16,0.0783,0.0804,0.0767,0.0791
2020-06-17,0.0792,0.0846,0.0775,0.0832
2020-06-18,0.0833,0.0842,0.08,0.082
2020-06-19,0.0818,0.0818,0.0785,0.0798
2020-06-20,0.0798,0.0802,0.0771,0.0794
2020-06-21,0.0795,0.0808,0.0781,0.0783
2020-06-22,0.0784,0.0839,0.0781,0.0839
2020-06-23,0.0837,0.0845,0.0816,0.0826
2020-06-24,0.0829,0.087,0.0799,0.0824
2020-06-25,0.0825,0.0834,0.0785,0.0814
2020-06-26,0.0816,0.0817,0.0792,0.0805
2020-06-27,0.0805,0.0808,0.0741,0.0773
2020-06-28,0.0773,0.081,0.0763,0.0802
2020-06-29,0.0802,0.0843,0.0802,0.0839
2020-06-30,0.084,0.085,0.082,0.0838
2020-07-01,0.0834,0.097,0.0827,0.097
2020-07-02,0.097,0.097,0.0875,0.093
2020-07-03,0.093,0.1026,0.0923,0.0966
2020-07-04,0.0965,0.101,0.096,0.1001
2020-07-05,0.1002,0.1003,0.0944,0.0984
2020-07-06,0.0983,0.1066,0.0972,0.1052
2020-07-07,0.1052,0.1192,0.1031,0.1176
2020-07-08,0.1178,0.1386,0.1148,0.1301
2020-07-09,0.1298,0.13,0.1175,0.1242
2020-07-10,0.1241,0.1243,0.1103,0.1187
2020-07-11,0.1183,0.1272,0.118,0.1254
2020-07-12,0.1252,0.1287,0.1203,0.1271
2020-07-13,0.1271,0.136,0.1216,0.1243
2020-07-14,0.1241,0.1347,0.12,0.1322
2020-07-15,0.1326,0.1327,0.1272,0.1305
2020-07-16,0.1305,0.133,0.1181,0.1259
2020-07-17,0.1261,0.1267,0.1218,0.1226
2020-07-18,0.1223,0.1248,0.1175,0.123
2020-07-19,0.1227,0.1249,0.1213,0.124
2020-07-20,0.1242,0.1245,0.1154,0.1178
2020-07-21,0.1177,0.1245,0.1167,0.1233
2020-07-22,0.1234,0.1248,0.1205,0.1245
2020-07-23,0.1245,0.1272,0.1238,0.1242
2020-07-24,0.1244,0.1245,0.1208,0.1221
2020-07-25,0.1221,0.149,0.1221,0.144
2020-07-26,0.144,0.1554,0.14,0.1487
2020-07-27,0.1487,0.1499,0.1305,0.139
2020-07-28,0.139,0.152,0.1346,0.1491
2020-07-29,0.1495,0.1503,0.1389,0.14
2020-07-30,0.14,0.143,0.1373,0.1416
2020-07-31,0.141,0.1416,0.1363,0.1401
2020-08-01,0.14,0.1485,0.1392,0.1452
2020-08-02,0.1448,0.1487,0.131,0.1349
2020-08-03,0.1349,0.1489,0.1332,0.141
2020-08-04,0.141,0.1488,0.14,0.1436
2020-08-05,0.1438,0.1455,0.1411,0.1424
2020-08-06,0.1425,0.1459,0.1403,0.1447
2020-08-07,0.1447,0.1473,0.135,0.139
2020-08-08,0.1388,0.1478,0.1377,0.1469
2020-08-09,0.147,0.1528,0.1421,0.1453
2020-08-10,0.1453,0.1465,0.142,0.1439
2020-08-11,0.1441,0.1443,0.132,0.1368
2020-08-12,0.137,0.138,0.1235,0.1366
2020-08-13,0.1366,0.142,0.132,0.1398
2020-08-14,0.1399,0.1416,0.1381,0.1385
2020-08-15,0.1389,0.143,0.1368,0.1384
2020-08-16,0.1385,0.1397,0.135,0.1389
2020-08-17,0.139,0.145,0.1358,0.1407
2020-08-18,0.1404,0.144,0.1341,0.1372
2020-08-19,0.1372,0.1382,0.1261,0.1297
2020-08-20,0.1297,0.1347,0.1261,0.1343
2020-08-21,0.1343,0.1343,0.1216,0.1231
2020-08-22,0.1231,0.1262,0.1183,0.1252
2020-08-23,0.1252,0.126,0.1195,0.1215
2020-08-24,0.121,0.1272,0.1201,0.1237
2020-08-25,0.1237,0.1237,0.1052,0.1125
2020-08-26,0.1125,0.1183,0.1107,0.1143
2020-08-27,0.1147,0.1157,0.1023,0.1074
2020-08-28,0.1074,0.1117,0.1061,0.1093
2020-08-29,0.1095,0.1182,0.1083,0.1164
2020-08-30,0.1163,0.1189,0.1138,0.1176
2020-08-31,0.1178,0.127,0.1132,0.1226
2020-09-01,0.1229,0.1283,0.1193,0.1245
2020-09-02,0.1247,0.1265,0.1109,0.1151
2020-09-03,0.115,0.1167,0.0931,0.0951
2020-09-04,0.095,0.1042,0.0925,0.1018
2020-09-05,0.1019,0.104,0.0856,0.0899
2020-09-06,0.0891,0.0956,0.0857,0.0926
2020-09-07,0.0926,0.0942,0.0859,0.0935
2020-09-08,0.0937,0.0968,0.0885,0.0911
2020-09-09,0.0911,0.0958,0.0893,0.0933
2020-09-10,0.0933,0.0999,0.0933,0.0971
2020-09-11,0.0972,0.0975,0.0932,0.0969
2020-09-12,0.0969,0.0988,0.0947,0.0977
2020-09-13,0.0976,0.0998,0.0925,0.0951
2020-09-14,0.0951,0.0976,0.093,0.0967
2020-09-15,0.0966,0.0976,0.093,0.0932
2020-09-16,0.093,0.093,0.09,0.0914
2020-09-17,0.0914,0.0946,0.091,0.0942
2020-09-18,0.094,0.094,0.09,0.0911
2020-09-19,0.0908,0.0931,0.0906,0.0914
2020-09-20,0.091,0.0922,0.0875,0.0894
2020-09-21,0.0892,0.0902,0.0775,0.0799
2020-09-22,0.0799,0.0832,0.0787,0.0815
2020-09-23,0.0815,0.0825,0.0755,0.0765
2020-09-24,0.0765,0.0838,0.0758,0.0827
2020-09-25,0.0828,0.0985,0.0825,0.097
2020-09-26,0.0972,0.0999,0.0924,0.0955
2020-09-27,0.0958,0.1027,0.0945,0.1013
2020-09-28,0.1014,0.1067,0.0997,0.1004
2020-09-29,0.1003,0.1033,0.0975,0.1012
2020-09-30,0.1012,0.1017,0.0967,0.1014
2020-10-01,0.1015,0.1045,0.0947,0.0981
2020-10-02,0.098,0.1003,0.0897,0.0929
2020-10-03,0.0929,0.0957,0.0923,0.0933
2020-10-04,0.0934,0.0981,0.0923,0.0969
2020-10-05,0.0969,0.0996,0.0961,0.0976
2020-10-06,0.0976,0.0986,0.0914,0.093
2020-10-07,0.0925,0.0944,0.0893,0.0937
2020-10-08,0.0933,0.097,0.0898,0.0963
2020-10-09,0.0964,0.1026,0.0951,0.1015
2020-10-10,0.1017,0.1114,0.1017,0.105
2020-10-11,0.1051,0.109,0.1042,0.1066
2020-10-12,0.1065,0.114,0.1022,0.1095
2020-10-13,0.1096,0.1141,0.1077,0.1094
2020-10-14,0.1093,0.1124,0.1053,0.1072
2020-10-15,0.1072,0.1079,0.1047,0.1067
2020-10-16,0.1067,0.1073,0.1024,0.1042
2020-10-17,0.1042,0.1073,0.1033,0.1059
